ustime gx gy gz ax ay az
2458163539 -11584 32764 6453 5550 20551 -981
2458169993 -7600 23107 2030 11233 28338 -11149
2458176424 -3223 11115 -204 -12225 3447 1697
2458182825 3628 3785 -908 -11759 7465 4680
2458189250 2432 -632 897 32746 3993 4993
2458195681 -293 -1362 1499 12300 -3421 25060
2458202106 -6810 3241 3970 21688 -678 2125
2458208550 -5232 2847 4950 14799 2169 7422
2458214985 -4046 245 5903 12980 2686 7401
2458221419 -3827 -762 7222 29826 10742 5944
2458227849 -3518 -794 6812 32421 8032 30489
2458234280 -4225 3923 4774 22483 3090 -3524
2458240715 -1190 4946 3130 2928 3560 1460
2458247163 281 4179 2533 19068 5793 14324
2458253595 -1227 4188 2299 15976 3476 6836
2458260042 -579 3023 2404 21422 6081 17299
2458266481 -909 917 841 -5249 2123 2896
2458272914 1122 1362 2262 18684 2671 8629
2458279351 1555 -2181 1718 8155 2733 13115
2458285778 981 -1308 2297 11450 2822 14122
2458292203 -333 2226 2419 19347 3644 9620
2458298629 -6 5231 2652 12214 4066 11536
2458305075 1402 5897 3013 14897 2378 8328
2458311509 1084 4798 3973 17084 2084 12052
2458317941 -587 3130 3595 12769 1879 9347
2458324382 -1503 2493 3335 14466 2107 9352
2458330820 -1795 2248 2826 14069 2545 9171
2458337262 -1869 1573 2349 14618 1301 8281
2458343701 -1662 619 1866 13312 -491 3471
2458350134 -630 -1074 1124 16800 2334 7037
2458356562 -437 -2410 557 5514 1794 8990
2458362996 -640 -2594 779 30936 1784 11932
2458369426 -879 -1807 1553 26147 999 12194
2458375862 -608 -1431 1968 11530 1178 14873
2458382296 -988 -1413 2324 13313 2121 13866
2458388731 -1607 -1316 3618 11626 356 16138
2458395160 -2589 -897 3993 13063 878 11633
2458401595 -2219 -376 4184 13671 3659 9558
2458408028 -911 -221 3616 12880 3583 8505
2458414461 -1809 240 2549 18483 4199 8636
2458420860 -2855 -1316 1355 16184 1339 6720
2458427285 -3741 -2596 529 13353 2246 8023
2458433717 -4866 -2418 147 12770 2897 12015
2458440154 -5141 -1784 -786 14428 158 6032
2458446583 -3492 -1094 -633 14187 -626 6703
2458453015 -1952 -374 -87 13900 247 8224
2458459441 -1379 -275 556 14094 -867 8882
2458465969 -1027 153 1220 13376 -723 8607
2458472408 -837 257 1486 13960 771 8463
2458478849 -25 937 2109 11826 437 9382
2458485262 924 1613 3125 14695 523 9132
2458491691 1262 1184 3502 13145 -1631 8272
2458498124 2281 1850 2977 14482 -451 7995
2458504556 3104 2886 2906 12602 232 7714
2458510982 3876 3313 2560 14135 -11 8729
2458517409 3749 3220 2248 14854 -22 10261
2458523813 2907 3090 2048 14043 15 8633
2458530237 2268 2061 1491 14314 125 8283
2458536637 2633 2051 1038 13829 954 8378
2458543030 2989 2498 1211 14455 258 10754
2458549452 2354 1791 1386 14155 -357 10441
2458555880 1597 867 1426 13182 99 10605
2458562311 1137 706 2210 14171 389 9158
2458568743 957 1149 3136 12626 337 9654
2458575183 601 1395 3960 13411 -922 9536
2458581622 395 1319 4738 14215 -1415 9753
2458588058 13 913 4425 14009 364 10203
2458594494 69 520 3552 13921 -452 9726
2458600929 171 300 2495 13802 -104 9553
2458607421 371 496 1690 13097 50 9508
2458613905 544 752 1924 13393 -123 9319
2458620409 868 1427 2530 13026 -245 9052
2458626897 1340 2033 3203 13218 -467 9268
2458633397 1519 2437 4089 13234 -987 10133
2458639884 1430 2769 4163 13329 -1450 10229
2458646323 1361 2861 4026 13238 -1536 10436
2458652827 1212 2549 3778 13241 -1242 10533
2458659353 976 2068 3335 13250 -2057 10894
2458665857 967 1862 2644 13075 -1951 10393
2458672384 1051 2260 1551 13086 -3374 10017
2458678887 847 1478 349 12362 -1216 10627
2458685363 1817 2859 1343 11708 213 6859
2458691841 1120 4359 1417 13884 -2080 9557
2458698356 478 4163 1045 12534 -1386 11338
2458704890 -13 3910 984 13174 -156 10516
2458711392 134 3626 943 12993 -1463 10613
2458717865 147 3546 998 12604 -1438 11168
2458724372 143 3444 945 12174 -1623 11675
2458730848 -11 3378 869 12244 -1873 12041
2458737326 -574 3335 849 12712 -1434 12201
2458743875 -953 2006 259 13285 -3910 18310
2458750401 -81 -173 -3 13045 -994 11810
2458756961 -22 -8 101 12582 -1523 10941
2458763495 -7 -59 71 12272 -1013 10763
2458770033 68 76 99 12420 -1202 11253
2458776565 116 39 107 12229 -2195 11645
2458783099 89 -59 85 12261 -1273 11377
2458789607 166 -73 34 12221 -1643 11441
2458796122 222 -95 44 12375 -1279 11200
2458802624 225 -94 72 12241 -1502 11476
2458809241 134 -101 54 12127 -1860 11558
2458815776 2 -93 39 12166 -1653 11235
2458822245 -1 -52 7 12120 -1626 11194
2458828716 57 -28 -19 12095 -1601 11289
2458835221 94 -1 -44 12110 -1592 11415
2458841682 134 19 -21 12077 -1465 11128
2458848193 231 44 -35 12076 -1143 11242
2458854727 268 108 17 12226 -1049 11258
2458861235 322 157 40 12055 -1431 11350
2458867750 323 307 -31 12299 -1526 10782
2458874269 387 500 -171 12274 -2415 12620
2458880786 263 356 -115 12473 -1684 11086
2458887316 235 167 -60 12602 -1422 11267
2458893854 165 -5 -13 12566 -1368 11356
2458900326 97 -151 42 12420 -1497 11416
2458906835 41 -280 67 12386 -1411 11170
2458913370 36 -256 37 12299 -1416 11191
2458919877 28 -196 -17 12210 -1415 11170
2458926395 56 -92 -78 12182 -1438 11199
2458932896 80 -26 -103 12102 -1475 11364
2458939466 75 40 -146 12363 -1321 11066
2458946261 82 101 -169 12351 -1539 11177
2458953013 78 151 -206 12203 -1447 11371
2458959662 88 154 -216 12281 -1470 11422
2458966452 75 140 -218 12385 -1400 11191
2458973197 64 207 -236 12353 -1430 11201
2458979851 57 275 -282 12405 -1134 11120
2458986642 67 295 -302 12335 -1219 11425
2458993392 48 166 -243 12250 -1265 11551
2459000229 12 44 -178 12158 -1184 11776
2459007098 -50 -188 -100 12237 -1473 11788
2459013997 -100 -419 35 12117 -1615 11652
2459020769 -114 -488 74 12297 -1251 11178
2459027418 -66 -247 -39 11993 -1253 11163
2459034189 -17 11 -167 12161 -1514 11211
2459040928 13 84 -196 12189 -1666 11337
2459047366 32 86 -218 12307 -1489 11279
2459053862 44 73 -228 12273 -1402 11208
2459060332 52 93 -229 12300 -1516 11221
2459066765 71 87 -232 12152 -1500 11396
2459073195 76 107 -230 12039 -1324 11622
2459079621 52 95 -192 12175 -1273 11542
2459086116 57 37 -140 12247 -1168 11506
2459092653 53 12 -103 12270 -1019 11261
2459099158 67 -21 -89 12334 -1245 11316
2459105675 80 -88 -50 12236 -1206 11360
2459112175 92 -109 -30 12178 -1201 11343
2459118709 120 -158 -16 12170 -1327 11483
2459125178 120 -224 -17 12217 -1212 11607
2459131665 10 -207 -6 12207 -1447 11396
2459138194 -12 -238 -3 12237 -1395 11286
2459144714 -25 -212 -35 12216 -1458 11283
2459151213 -37 -181 -65 12169 -1382 11278
2459157682 -27 -106 -102 12232 -1426 11314
2459164255 -35 -107 -123 12284 -1368 11324
2459170712 -36 -114 -109 12266 -1372 11391
2459177169 -44 -110 -101 12136 -1375 11368
2459183625 -33 -108 -92 12258 -1395 11340
2459190051 -25 -98 -83 12227 -1239 11331
2459196481 -15 -91 -70 12240 -1302 11409
2459202956 -11 -119 -50 12170 -1326 11566
2459209478 -2 -183 -21 12195 -1364 11454
2459215989 -4 -211 16 12241 -1342 11235
2459222507 0 -179 7 12236 -1290 11209
2459228976 6 -124 -21 12181 -1322 11319
2459235443 15 -101 -43 12237 -1335 11382
2459241943 24 -131 -29 12253 -1298 11346
2459248435 30 -144 -25 12226 -1329 11390
2459254935 22 -161 -26 12151 -1441 11502
2459261398 13 -211 -19 12189 -1439 11385
2459267870 5 -230 -27 12154 -1409 11363
2459274372 -3 -200 -42 12138 -1421 11304
2459280839 1 -174 -53 12183 -1443 11402
2459287300 -11 -198 -42 12266 -1424 11384
2459293801 -13 -221 -10 12315 -1399 11309
2459300330 -19 -225 -13 12275 -1390 11338
2459306834 -19 -249 -14 12280 -1459 11391
2459313320 -26 -251 -6 12305 -1384 11189
2459319792 -26 -176 -25 12276 -1301 11102
2459326227 -21 -91 -58 12230 -1306 11245
2459332666 -17 -52 -61 12202 -1405 11244
2459339092 -14 -32 -59 12315 -1250 11268
2459345497 14 -40 -65 12374 -1267 11257
2459351934 33 -41 -72 12374 -1268 11250
2459358338 46 -54 -53 12326 -1277 11268
2459364738 49 -55 -63 12506 -1410 11226
2459371169 51 -32 -75 12194 -1489 11312
2459377599 41 -1 -98 12123 -1493 11418
2459384037 40 -4 -107 12170 -1389 11458
2459390477 29 -50 -76 12196 -1321 11398
2459396895 16 -110 -36 12247 -1405 11374
2459403325 9 -150 -29 12226 -1456 11357
2459409759 5 -158 -30 12170 -1505 11346
2459416195 1 -153 -37 12121 -1398 11441
2459422622 -20 -169 -26 12184 -1397 11423
2459429056 -19 -189 -16 12240 -1292 11224
2459435486 -6 -143 -5 12517 -1253 11283
2459441914 -4 -108 -21 12396 -1276 11150
2459448338 9 -80 -51 12362 -1387 11119
2459454767 18 -63 -51 12352 -1434 11233
2459461194 18 -58 -63 12307 -1416 11268
2459467619 13 -64 -80 12262 -1410 11287
2459474063 20 -65 -72 12223 -1414 11303
2459480497 19 -62 -75 12312 -1465 11279
2459486950 17 -63 -79 12316 -1399 11287
2459493386 19 -63 -66 12311 -1228 11237
2459499819 19 -56 -52 12290 -1246 11370
2459506353 36 -78 -40 12293 -1243 11333
2459512787 50 -99 -30 12258 -1330 11380
2459519220 49 -121 -10 12233 -1464 11350
2459525650 50 -131 -24 12253 -1499 11311
2459532083 50 -97 -41 12304 -1384 11216
2459538516 43 -68 -44 12247 -1393 11330
2459544944 35 -68 -46 12208 -1448 11413
2459551371 40 -65 -54 12280 -1404 11265
2459557799 42 -73 -57 12534 -1456 11272
2459564235 40 -79 -63 12277 -1413 11317
2459570671 36 -63 -70 12339 -1455 11277
2459577109 40 -49 -72 12319 -1368 11244
2459583542 31 -52 -72 12255 -1346 11409
2459589997 19 -91 -59 12251 -1317 11312
2459596479 27 -92 -37 12333 -1357 11242
2459602925 29 -91 -47 12307 -1333 11260
2459609358 41 -79 -63 12518 -1367 11257
2459615805 40 -50 -51 12277 -1303 11257
2459622235 42 -35 -52 12245 -1350 11384
2459628675 43 -47 -48 12184 -1340 11414
2459635111 50 -61 -26 12228 -1387 11415
2459641540 43 -73 -17 12256 -1359 11329
2459647972 50 -88 -21 12361 -1459 11293
2459654402 52 -84 -5 12223 -1385 11309
2459660827 56 -74 -7 12294 -1364 11282
2459667252 63 -73 -9 12286 -1420 11324
2459673695 67 -73 -22 12335 -1514 11308
2459680131 54 -79 -23 12537 -1367 11225
2459686565 52 -72 -42 12266 -1398 11244
2459693002 56 -54 -50 12266 -1384 11241
2459699401 56 -48 -52 12210 -1445 11362
2459705829 47 -50 -63 12149 -1471 11388
2459712260 48 -50 -64 12216 -1414 11350
2459718706 40 -53 -60 12238 -1353 11418
2459725150 47 -75 -54 12214 -1375 11360
2459731583 47 -79 -50 12320 -1398 11302
2459738015 43 -88 -46 12278 -1471 11293
2459744418 51 -88 -57 12217 -1508 11350
2459750849 45 -89 -50 12235 -1396 11347
2459757281 45 -87 -53 12296 -1378 11313
2459763713 46 -79 -66 12294 -1425 11285
2459770139 49 -74 -63 12292 -1358 11333
2459776567 43 -68 -59 12238 -1304 11353
2459782992 52 -62 -59 12291 -1306 11340
2459789418 50 -62 -56 12321 -1288 11258
2459795862 44 -46 -53 12282 -1266 11280
2459802296 51 -46 -42 12234 -1261 11424
2459808726 51 -90 -18 12302 -1378 11373
2459815157 54 -120 4 12262 -1383 11315
2459821584 56 -126 -5 12304 -1426 11257
2459828015 56 -104 -24 12307 -1463 11211
2459834441 50 -76 -28 12259 -1480 11243
2459840865 52 -60 -44 12214 -1460 11335
2459847264 52 -45 -55 12177 -1398 11346
2459853801 49 -31 -50 12222 -1369 11343
2459860231 53 -26 -48 12254 -1354 11314
2459866663 50 -38 -56 12203 -1388 11368
2459873090 45 -29 -56 12218 -1366 11327
2459879523 47 -31 -64 12192 -1466 11359
2459885965 46 -40 -67 12265 -1396 11359
2459892397 44 -63 -54 12299 -1408 11381
2459898832 50 -90 -46 12240 -1409 11349
2459905257 44 -100 -36 12181 -1402 11341
2459911688 45 -104 -39 12279 -1383 11316
2459918116 50 -98 -35 12310 -1451 11217
2459924549 55 -70 -54 12286 -1418 11207
2459930975 50 -36 -65 12289 -1447 11289
2459937401 50 -24 -75 12249 -1367 11324
2459943827 49 -12 -91 12261 -1409 11326
2459950251 58 1 -97 12263 -1391 11326
2459956680 56 3 -93 12290 -1295 11339
2459963104 54 -18 -84 12281 -1234 11363
2459969529 52 -65 -49 12329 -1293 11393
2459975971 48 -141 -12 12234 -1391 11403
2459982403 45 -194 12 12267 -1396 11347
2459988833 46 -183 4 12268 -1409 11200
2459995261 53 -124 -22 12256 -1351 11176
2460001689 58 -86 -34 12254 -1382 11296
2460008118 57 -72 -48 12225 -1427 11339
2460014551 55 -65 -43 12252 -1405 11300
2460020983 51 -44 -54 12223 -1364 11324
2460027413 50 -25 -77 12217 -1401 11306
2460033852 53 -7 -74 12254 -1383 11353
2460040283 51 -17 -70 12222 -1323 11396
2460046715 52 -41 -54 12284 -1330 11350
2460053114 54 -65 -38 12520 -1356 11370
2460059539 50 -89 -26 12246 -1411 11367
2460065965 55 -102 -21 12236 -1420 11371
2460072388 59 -103 -24 12298 -1437 11319
2460078822 58 -91 -43 12284 -1466 11267
2460085259 57 -65 -71 12248 -1492 11224
2460091691 61 -13 -97 12344 -1416 11142
2460098118 69 80 -147 12227 -1366 11156
2460104520 72 152 -186 12203 -1329 11365
2460110947 73 153 -190 12233 -1385 11457
2460117376 72 104 -158 12233 -1423 11407
2460123833 68 75 -153 12213 -1337 11344
2460130278 64 70 -141 12191 -1283 11441
2460136718 61 62 -126 12194 -1304 11417
2460143145 63 53 -117 12227 -1290 11426
2460149574 62 25 -99 12227 -1207 11436
2460156023 57 -14 -68 12262 -1335 11440
2460162458 49 -60 -51 12331 -1230 11183
2460168894 61 -27 -70 12280 -1440 11269
2460175322 59 8 -95 12223 -1474 11465
2460181753 56 -8 -101 12212 -1402 11415
2460188189 52 -9 -104 12278 -1288 11310
2460194622 62 26 -104 12248 -1326 11390
2460201139 53 29 -112 12225 -1255 11409
2460207570 60 -1 -89 12261 -1295 11401
2460214011 54 -34 -57 12216 -1334 11496
2460220442 42 -124 -17 12165 -1351 11602
2460226873 41 -204 30 12203 -1248 11402
2460233304 41 -210 43 12252 -1280 11238
2460239734 46 -142 3 12216 -1331 11208
2460246167 48 -96 -20 12247 -1395 11460
2460252601 49 -106 -13 12288 -1398 11450
2460259032 43 -153 -5 12211 -1371 11413
2460265468 50 -178 11 12170 -1417 11386
2460271903 46 -169 1 12213 -1405 11338
2460278330 42 -139 -6 12227 -1388 11353
2460284759 45 -126 -16 12162 -1376 11359
2460291192 53 -117 -26 12243 -1219 11256
2460297625 44 -109 -21 12170 -1288 11432
2460304063 44 -130 -12 12212 -1448 11530
2460310489 35 -196 10 12267 -1404 11390
2460316928 48 -191 12 12298 -1380 11201
2460323360 50 -137 -25 12293 -1361 11100
2460329790 56 -56 -62 12253 -1383 11280
2460336190 55 -50 -73 12225 -1336 11412
2460342614 55 -71 -57 12193 -1389 11467
2460349013 49 -110 -54 12248 -1391 11421
2460355436 47 -140 -20 12249 -1338 11352
2460361832 43 -145 -34 12242 -1222 11317
2460368255 47 -121 -37 12252 -1271 11518
2460374683 47 -81 -50 12213 -1405 11340
2460381117 41 -82 -63 12220 -1456 11285
2460387547 39 -70 -57 12195 -1371 11334
2460393956 42 -72 -55 12269 -1303 11477
2460400387 37 -135 -15 12261 -1302 11426
2460406819 44 -178 13 12301 -1311 11299
2460413252 48 -170 17 12295 -1340 11330
2460419686 41 -192 18 12223 -1423 11428
2460426112 35 -227 43 12157 -1331 11413
2460432547 40 -242 61 12268 -1460 11436
2460438979 33 -258 62 12408 -1378 11262
2460445412 37 -232 35 12207 -1480 11267
2460451856 42 -159 -9 12273 -1515 11257
2460458324 41 -147 -25 12234 -1314 11342
2460464789 43 -134 -26 12241 -1284 11271
2460471236 47 -111 -31 12338 -1390 11282
2460477686 42 -105 -37 12086 -1400 11253
2460484134 48 -98 -46 12306 -1393 11267
2460490582 48 -92 -44 12256 -1352 11357
2460497039 45 -95 -45 12308 -1370 11366
2460503504 44 -92 -45 12290 -1392 11310
2460509969 42 -82 -63 12271 -1437 11305
2460516434 42 -57 -72 12242 -1400 11315
2460522891 44 -42 -80 12250 -1435 11309
2460529335 41 -48 -84 12279 -1375 11338
2460535783 44 -50 -80 12266 -1333 11297
2460542323 46 -59 -79 12290 -1317 11340
2460548778 39 -90 -63 12257 -1348 11372
2460555203 33 -129 -29 12231 -1309 11369
2460561667 38 -143 -25 12487 -1318 11261
2460568115 40 -146 -14 12354 -1335 11244
2460574562 51 -131 -10 12351 -1192 11230
2460580977 53 -115 -3 12287 -1315 11273
2460587422 55 -117 8 12252 -1403 11267
2460593867 54 -102 16 12190 -1391 11331
2460600329 54 -102 0 12275 -1521 11281
2460606805 53 -114 -13 12266 -1454 11360
2460613211 51 -108 -15 12244 -1468 11327
2460619655 42 -108 -34 12242 -1533 11324
2460626067 47 -105 -47 12284 -1339 11301
2460632516 43 -103 -48 12238 -1349 11308
2460638923 40 -102 -42 12244 -1459 11362
2460645374 37 -95 -42 12204 -1502 11274
2460651836 41 -94 -61 12455 -1257 11010
2460658285 45 -60 -75 12338 -1497 11288
2460664731 35 -71 -84 12295 -1623 11305
2460671191 29 -72 -88 12345 -1445 11240
2460677655 23 -73 -102 12365 -1384 11203
2460684117 21 -103 -100 12411 -1308 11335
2460690558 11 -155 -84 12403 -1159 11317
2460697017 3 -182 -54 12474 -1276 11192
2460703467 3 -183 -61 12440 -1363 11213
2460709930 -2 -149 -62 12360 -1468 11223
2460716374 -14 -128 -80 12480 -1375 11273
2460722834 -4 -177 -55 12283 -1440 11421
2460729290 -16 -211 -71 12294 -1577 11224
2460735756 -19 -173 -96 12252 -1726 11155
2460742219 -30 -103 -162 12100 -1586 10921
2460748671 -88 -45 -273 12444 -1747 11066
2460755123 -66 44 -249 12275 -1652 11760
2460761566 -64 5 -258 12082 -1711 11394
2460768014 -50 -2 -285 12045 -1695 11224
2460774463 -111 20 -254 12101 -1467 11362
2460780910 -113 72 -260 12674 -1291 11154
2460787360 -97 110 -368 12919 -1155 10975
2460793807 -77 53 -376 12635 -1513 11418
2460800260 -142 -215 -210 12361 -1234 11579
2460806722 -197 -485 -35 11864 -1585 11509
2460813182 -142 -387 -92 12290 -1617 11053
2460819632 -107 -247 -212 12126 -1701 11294
2460826080 -102 -181 -261 12378 -1049 10933
2460832521 -138 -100 -204 12281 -1117 10953
2460838970 -199 -82 -129 12532 -1219 10918
2460845433 -231 -54 -162 12400 -1544 11105
2460851885 -244 -30 -178 12322 -1485 11274
2460858336 -231 -13 -216 12139 -1412 11637
2460864787 -188 -42 -249 12206 -1218 11356
2460871241 -155 -46 -222 11807 -1025 11622
2460877688 -144 -5 -195 12066 -1124 11586
2460884231 -118 -26 -215 12004 -1126 11735
2460890685 -54 -61 -197 12199 -905 11064
2460897138 2 -72 -153 12041 -1210 12103
2460903617 -1096 -216 -79 12649 -2239 14334
2460910068 -2979 -55 44 12248 -393 12625
2460916520 -3347 -27 -71 11959 -1561 12144
2460922961 -2950 -293 -195 12281 484 6643
2460929419 -996 17 -61 12326 -1278 10595
2460935866 -410 -236 -95 12320 -1781 12092
2460942317 -606 -407 -145 12426 -2185 12479
2460948777 -1003 -716 -290 12188 -1998 12166
2460955234 -1476 -986 -404 12701 -1458 10757
2460961697 -1549 -746 -216 12024 -1260 11212
2460968140 -1689 -488 -210 11896 -1941 10170
2460974589 -1659 58 -205 13075 -1458 10102
2460981029 -1428 274 29 11995 -2025 11023
2460987481 -1516 242 -61 12455 -1851 12902
2460993957 -2340 -347 -234 13183 -3005 13578
2461000414 -3288 -877 -453 11661 -1756 13357
2461006874 -4208 -1227 -596 11879 -991 12784
2461013321 -4684 -1324 -31 13370 -1516 12145
2461019777 -5110 -1593 281 13197 -2137 11708
2461026225 -5283 -1991 223 13358 -1923 11132
2461032674 -5174 -1829 -54 13542 -1757 11728
2461039113 -4785 -998 -570 14448 -155 11036
2461045578 -4529 181 -2501 12093 -2979 9783
2461052040 -2849 1541 -1871 14936 -1287 11200
2461058507 -2409 2278 -1508 14298 -3125 9868
2461064958 -1304 2413 -797 14729 -2958 9196
2461071419 -381 2671 -499 13557 -3897 9491
2461077869 975 2900 1041 14783 -3099 11510
2461084317 107 2459 1475 12903 -2607 12539
2461090774 -463 2355 1262 13348 -2637 11795
2461097239 -462 2678 1003 13989 -2473 12321
2461103706 -648 3051 1036 13008 -2348 12323
2461110167 -878 3365 907 14499 -3755 11840
2461116612 -1498 2745 32 13658 -2128 10874
2461123022 -1162 2218 -108 14885 -2381 10580
2461129461 -1617 1087 -952 13296 -3076 10735
2461135917 -923 573 -108 14484 -7043 11793
2461142367 -320 828 3293 13523 -4372 15718
2461148832 -1810 1658 4091 12256 -4118 13312
2461155311 -1591 2309 4192 11183 -2935 15898
2461161765 -1875 2544 3918 10030 -2940 17346
2461168216 -2946 2557 3715 10749 -2066 15405
2461174660 -3369 3096 3551 10481 -1367 13882
2461181103 -3390 4492 3290 10267 -1158 12074
2461187559 -3151 5330 3042 9648 -1286 10769
2461194014 -2883 5473 2627 9112 -1731 10406
2461200476 -2603 5183 2133 9444 -2221 10430
2461206920 -2545 5019 1648 10216 -3378 11175
2461213373 -3246 4436 1622 10680 -3777 11917
2461219930 -3973 3760 2035 11040 -3621 12585
2461226411 -4772 3389 2439 10773 -3820 12681
2461232863 -5382 3045 2639 9968 -3581 12803
2461239314 -5577 2793 2749 8771 -3474 12620
2461245764 -5576 2744 2658 8271 -3931 12230
2461252212 -5463 2764 2433 7951 -4262 12048
2461258665 -5368 2649 2134 7701 -4288 11979
2461265113 -5328 2412 1673 8033 -4667 11337
2461271557 -5360 2323 1336 8953 -4568 11459
2461277987 -5466 2251 1393 9676 -3777 12257
2461284389 -5732 2432 1654 9416 -5172 12204
2461290811 -5809 3017 1674 9403 -6306 12910
2461297241 -6136 3409 1636 10562 -6053 12875
2461303672 -6802 3387 1941 11208 -5662 11346
2461310102 -7099 3320 2140 11475 -6037 9278
2461316531 -7247 2687 2445 12565 -5172 9131
2461322955 -7627 1745 3087 12264 -5179 8832
2461329385 -7600 708 3804 10165 -6300 8869
2461335816 -7239 -430 4396 6838 -7458 10601
2461342247 -7382 -445 4290 5055 -8054 13379
2461348680 -7931 -783 3953 3341 -9192 14491
2461355111 -8395 -568 3439 6290 -8496 13012
2461361544 -8358 -726 3238 4882 -7761 12445
2461367978 -7843 -243 2588 7161 -8086 9792
2461374401 -6335 186 2380 8223 -8345 8665
2461380825 -5054 -29 2436 10453 -8511 6172
2461387249 -3501 -951 2870 11947 -7195 6541
2461393693 -2757 -2212 3333 10238 -8275 7052
2461400124 -2961 -2094 3832 12373 -7718 7568
2461406558 -3414 -2281 4616 10317 -9176 7272
2461412987 -3508 -2016 4933 10940 -10555 9029
2461419419 -4058 -2932 6524 12448 -12126 10541
2461425815 -3838 -4198 7878 10464 -14130 10269
2461432235 -2688 -4221 9756 12257 -14644 10072
2461438642 -1881 -5176 12424 8294 -14157 12531
2461445075 -1752 -5389 14127 12660 -11933 8894
2461451501 -945 -6495 13088 6324 -8779 6875
2461457925 723 -6220 10825 4851 -10132 8693
2461464352 1517 -6624 9604 5689 -10903 11395
2461470795 376 -7503 8823 5521 -10931 12548
2461477230 -874 -7207 9856 8766 -11492 9316
2461483668 -988 -5485 12579 8816 -11369 14818
2461490068 -3442 -3697 12360 2434 -9593 14521
2461496506 -5355 -2951 10925 5895 -10002 8398
2461502938 -5194 -2478 8812 1507 -7911 11430
2461509367 -5272 -320 5048 -1143 -8229 10667
2461515769 -5565 545 2005 -302 -10260 11445
2461522191 -6498 -107 199 2821 -11978 10945
2461528618 -7413 -533 -219 5031 -12410 10408
2461535076 -8582 -799 -15 5723 -14039 11276
2461541600 -9954 -1276 487 6613 -15433 10128
2461548037 -11049 -1539 1453 7682 -16691 9973
2461554472 -11932 -1503 3013 9428 -16713 9042
2461560912 -12594 -1280 5630 11081 -15667 5994
2461567341 -12618 266 8859 7871 -16866 9655
2461573746 -13506 2885 11676 11058 -16981 6131
2461580175 -14307 3536 13068 11469 -14996 1556
2461586667 -14517 2013 12275 7817 -13650 -222
2461593138 -13904 204 10923 3587 -11589 56
2461599570 -13734 -1581 7729 1961 -10074 -1381
2461605998 -12672 -2569 3633 1292 -12430 -1231
2461612425 -11129 -3192 2257 2346 -14637 2308
2461618921 -9905 -2879 3098 2838 -15505 3938
2461625460 -9402 -2007 4101 3506 -13492 3573
2461631994 -9145 -1265 3582 3320 -14195 2267
2461638525 -8427 -474 3189 1947 -16018 1672
2461645059 -7675 1134 2036 1819 -16849 844
2461651593 -6789 2058 1322 2351 -18265 589
2461658127 -6428 2656 1103 3693 -18325 88
2461664663 -6775 2692 1726 3320 -17873 390
2461671157 -7098 2802 2015 2959 -17635 -366
2461677652 -7068 2565 2034 2424 -17447 -773
2461684181 -7043 2312 1878 2922 -16113 -1544
2461690707 -7015 2031 2009 3420 -15232 -1299
2461697225 -6934 1848 2037 3638 -15064 -2224
2461703740 -6060 1526 2811 3873 -15853 -3923
2461710275 -2381 618 4364 622 -15242 -1828
2461716808 -750 282 3742 -4015 -14714 1203
2461723296 -1268 344 1093 -2419 -14235 77
2461729813 -708 -1027 -63 827 -12175 -903
2461736329 831 -2329 606 2143 -14289 590
2461742831 1108 -1892 1300 358 -14588 132
2461749304 982 -1116 180 1049 -13389 -283
2461755771 916 -776 -943 3961 -14041 879
2461762267 343 -189 -1388 4117 -16853 1639
2461768770 -1039 1299 -1023 4254 -18325 388
2461775330 -2061 2131 -240 3936 -18230 -93
2461781865 -2906 2720 424 3159 -17215 -210
2461788400 -3721 3300 987 4227 -17351 -323
2461794934 -3756 3942 1750 3472 -16814 -1673
2461801442 -3243 3971 1921 2218 -16020 -1682
2461807963 -2723 3359 1721 3099 -15198 -2673
2461814475 -1533 2525 2145 2439 -17342 -1355
2461820942 -1024 2305 2364 586 -15801 -1184
2461827443 -437 2256 1746 920 -14990 -178
2461833913 -425 2039 1321 1336 -15177 1195
2461840397 -837 2169 692 1357 -15198 -98
2461846959 -1064 2167 193 1334 -16048 -203
2461853431 -1261 1867 -28 1560 -16728 -523
2461859948 -1372 1463 -163 1901 -17321 -1304
2461866424 -1218 1206 -291 2602 -17864 -2203
2461872912 -979 750 -271 3354 -17863 -1884
2461879529 -931 177 -38 3307 -17593 -1629
2461886071 -838 -282 165 2913 -17425 -1577
2461892570 -522 -296 101 3143 -17081 -1061
2461899070 -317 113 66 3005 -16812 -590
2461905601 -234 565 234 2733 -16946 -1002
2461912137 -77 665 513 2657 -17339 -1287
2461918670 214 878 911 2601 -17576 -1513
2461925159 433 1170 1428 2334 -16925 -1270
2461931660 434 1409 1847 1998 -15909 -858
2461938192 362 1651 1910 1773 -14931 -295
2461944664 274 1772 2151 3237 -16265 -1163
2461951129 202 1551 2931 1476 -16348 -703
2461957633 75 1680 2816 1504 -15402 -1284
2461964118 29 1738 2311 1658 -15743 -953
2461970551 -351 1665 1835 1026 -15551 -1116
2461977034 -671 1627 801 813 -15297 -1471
2461983552 -816 1561 281 1444 -16003 -1401
2461990092 -773 1304 178 1178 -17114 -1038
2461996603 -471 1035 237 957 -17918 -1056
2462003121 -203 901 344 1281 -18128 -1304
2462009624 -70 523 593 1791 -17626 -1521
2462016153 -182 527 736 1996 -17023 -1768
